103;20000;100000;3937;1878;18782;SA
104;20000;100000;2907;2366;18757;SA
105;20000;100000;3073;1713;13447;SA
106;20000;100000;3308;2123;17107;SA
107;20000;100000;4735;2166;13417;SA
108;20000;100000;4551;2064;15450;SA
109;20000;100000;4774;2001;14904;SA
110;20000;150000;3445;1167;12988;SA
111;20000;150000;4252;1648;15241;SA
112;20000;150000;3495;1238;17343;SA
113;20000;150000;2701;1276;13339;SA
114;20000;150000;3865;1456;14570;SA
115;20000;150000;3636;1445;17901;SA
116;20000;150000;3755;1249;17105;SA
117;20000;150000;2578;1120;13882;SA
118;20000;150000;2785;1489;16860;SA
119;20000;150000;2635;1224;16803;SA
120;20000;200000;3324;950;14436;SA
121;20000;200000;1749;984;16595;SA
122;20000;200000;1739;620;15828;SA
123;20000;200000;2270;1066;14293;SA
124;20000;200000;3057;1057;17421;SA
125;20000;200000;3596;994;16927;SA
126;20000;200000;2138;819;17947;SA
127;20000;200000;2609;1104;14589;SA
128;20000;200000;1825;904;16715;SA
129;20000;200000;4228;980;16551;SA
130;20000;300000;3044;826;14298;SA
131;20000;300000;4194;457;17939;SA
132;20000;300000;3299;550;19578;SA
133;20000;300000;1889;373;16915;SA
134;20000;300000;1721;784;16575;SA
135;20000;300000;2571;432;18534;SA
136;20000;300000;2991;796;18659;SA
137;20000;300000;1782;689;17142;SA
138;20000;300000;2479;392;15369;SA
139;20000;300000;3890;536;14886;SA
140;20000;400000;3754;565;13473;SA
141;20000;400000;1694;454;17848;SA
142;20000;400000;3363;321;18615;SA
143;20000;400000;2370;355;14093;SA
144;20000;400000;3380;477;18633;SA
145;20000;400000;2213;423;19697;SA
146;20000;400000;3153;473;17701;SA
147;20000;400000;3152;320;16617;SA
148;20000;400000;1662;332;13409;SA
149;20000;400000;2963;365;13429;SA
150;40000;60000;14565;12474;38044;SA
151;40000;60000;14770;13034;39618;SA
152;40000;60000;13259;11423;37821;SA
153;40000;60000;13098;12218;16193;SA
154;40000;60000;16149;12881;37485;SA
155;40000;60000;16123;14234;32931;SA
156;40000;60000;13464;12188;14296;SA
157;40000;60000;13910;12462;14800;SA
158;40000;60000;14994;13072;35073;SA
159;40000;60000;13981;11951;36474;SA
160;40000;100000;5387;5185;17657;SA
161;40000;100000;5574;4870;39825;SA
162;40000;100000;7437;5161;13757;SA
163;40000;100000;6827;6337;37706;SA
164;40000;100000;6098;5081;37818;SA
165;40000;100000;7152;6122;13635;SA
166;40000;100000;6785;4647;14771;SA
167;40000;100000;6784;6128;14375;SA
168;40000;100000;6736;4863;33668;SA
169;40000;100000;9110;4693;16056;SA
170;40000;200000;2991;2238;16970;SA
171;40000;200000;3772;2320;19968;SA
172;40000;200000;4775;2082;17196;SA
173;40000;200000;4335;1866;37236;SA
174;40000;200000;4157;1977;17572;SA
175;40000;200000;5590;2014;14395;SA
176;40000;200000;3445;2857;36565;SA
177;40000;200000;3698;2322;14650;SA
178;40000;200000;4778;2231;15851;SA
179;40000;200000;4967;2505;36942;SA
180;40000;300000;3285;1203;36436;SA
181;40000;300000;2130;1470;36971;SA
182;40000;300000;3208;1238;13257;SA
183;40000;300000;3674;1700;36547;SA
184;40000;300000;2994;1185;15339;SA
185;40000;300000;4412;1639;35237;SA
186;40000;300000;3705;1524;35941;SA
187;40000;300000;3086;1212;34790;SA
188;40000;300000;2860;1523;16640;SA
189;40000;300000;4706;1668;34643;SA
190;40000;400000;3659;974;39957;SA
191;40000;400000;2089;1176;15089;SA
192;40000;400000;2856;936;33006;SA
193;40000;400000;3123;976;33195;SA
194;40000;400000;3541;1110;37951;SA
195;40000;400000;3038;865;35015;SA
196;40000;400000;2468;1058;39704;SA
197;40000;400000;2374;1080;38663;SA
198;40000;400000;2477;1297;17983;SA
199;40000;400000;4237;1072;33645;SA
200;40000;600000;2813;789;15578;SA
201;40000;600000;3091;609;14034;SA
202;40000;600000;2460;528;18814;SA
203;40000;600000;3448;719;37363;SA
204;40000;600000;1866;771;34144;SA
205;40000;600000;3406;654;32999;SA
206;40000;600000;3133;701;18903;SA
207;40000;600000;3382;804;18088;SA
208;40000;600000;3097;860;14560;SA
209;40000;600000;3750;805;39864;SA
210;40000;800000;4189;321;14937;SA
211;40000;800000;3738;440;19881;SA
212;40000;800000;4629;439;34343;SA
213;40000;800000;2519;656;34964;SA
214;40000;800000;3547;372;15475;SA
215;40000;800000;3434;379;13305;SA
216;40000;800000;2675;275;15695;SA
217;40000;800000;2668;626;19199;SA
218;40000;800000;3193;588;37505;SA
219;40000;800000;2093;431;15086;SA
220;321270;800172;363467;363467;18;BAY
221;321270;800172;1344848;895966;567;BAY
222;321270;800172;907275;631671;17562;BAY
223;321270;800172;1630050;1141486;160635;BAY
224;321270;800172;3843247;2357321;321270;BAY
225;264346;733846;634322;505587;18;NY
226;264346;733846;148503;148503;514;NY
227;264346;733846;1367278;895969;14676;NY
228;264346;733846;1427636;978792;132173;NY
229;264346;733846;911597;734269;264346;NY
230;435666;1057066;254277;254277;19;COL
231;435666;1057066;929500;929500;660;COL
232;435666;1057066;2716334;2010656;23256;COL
233;435666;1057066;2211130;1766058;217833;COL
234;435666;1057066;9678713;7938506;435666;COL
235;1070376;2712798;840710;771341;20;FLA
236;1070376;2712798;525648;500549;1034;FLA
237;1070376;2712798;12224176;8470586;53439;FLA
238;1070376;2712798;9689042;6619310;535188;FLA
239;1070376;2712798;7976910;6371723;1070376;FLA
240;1524453;3897636;306530;275293;20;NE
241;1524453;3897636;137900;132725;1234;NE
242;1524453;3897636;384739;315939;74219;NE
243;1524453;3897636;3703921;3034777;762227;NE
244;1524453;3897636;4403412;2670738;1524453;NE
245;1890815;4657742;791104;791104;20;CAL
246;1890815;4657742;2727224;2714717;1375;CAL
247;1890815;4657742;24643784;16476962;90684;CAL
248;1890815;4657742;18637168;13019243;945407;CAL
249;1890815;4657742;7515480;6570773;1890815;CAL
250;2758119;6885658;193413;193413;21;LKS
251;2758119;6885658;5201159;3912114;1660;LKS
252;2758119;6885658;8044156;5440503;128912;LKS
253;2758119;6885658;16486682;11085593;1379059;LKS
254;2758119;6885658;16486682;11085593;2758119;LKS
255;3598623;8778114;369578;303401;21;E
256;3598623;8778114;206884;161292;1897;E
257;3598623;8778114;2449309;2177876;165233;E
258;3598623;8778114;4103078;2875886;1799311;E
259;3598623;8778114;8551064;5807795;3598623;E
260;6262104;15248156;3329461;2966511;22;W
261;6262104;15248156;4312626;3309692;2502;W
262;6262104;15248156;24209119;15995314;277351;W
263;6262104;15248156;19372837;12871406;3131052;W
264;6262104;15248156;26249533;16307906;6262104;W


